Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,return,ma_5,ma_20,volatility,target
2024-08-21 00:00:00-04:00,224.8345868015738,226.2837152200136,223.375523094966,224.7154693603516,34765500,0.0,0.0,-0.0004855401145110738,224.23308410644532,217.15996780395508,0.005877310503992594,0
2024-08-22 00:00:00-04:00,226.09512887719345,226.64103964823343,222.2340729078472,222.85939025878903,43695300,0.0,0.0,-0.008259685489591995,224.19537048339845,217.52182846069337,0.005277232097876731,1
2024-08-23 00:00:00-04:00,223.9809934126029,226.5219434569281,222.66088738350675,225.15220642089844,38677300,0.0,0.0,0.010288173899457131,224.3521942138672,217.97502975463868,0.0067040191001986014,1
2024-08-26 00:00:00-04:00,225.0727813784282,225.58891654674125,222.22414052811973,225.4896545410156,30602200,0.0,0.0,0.0014987555551035925,224.60827026367187,218.43122406005858,0.006659342924936806,1
2024-08-27 00:00:00-04:00,224.31841866937577,227.1472189452107,223.2166771577116,226.33331298828125,35934600,0.0,0.0,0.0037414507950837006,224.91000671386718,218.90184326171874,0.0067332599952060306,0
2024-08-28 00:00:00-04:00,226.2241624042973,228.149730282918,224.00082364270057,224.8048095703125,38052200,0.0,0.0,-0.006753329405149833,224.92787475585936,219.1334457397461,0.007678997112303936,1
2024-08-29 00:00:00-04:00,228.38796742499144,231.1869775896776,227.1770435151196,228.08026123046875,51906300,0.0,0.0,0.014570202774651042,225.9720489501953,219.71322326660157,0.008230876898786687,0
2024-08-30 00:00:00-04:00,228.4772755570311,228.68570457235603,225.78743262658827,227.29612731933597,52990800,0.0,0.0,-0.0034379735751900453,226.4008331298828,220.17943801879883,0.008177059540488505,0
2024-09-03 00:00:00-04:00,226.84948058831637,227.2961293418145,219.52438650802387,221.11248779296875,50190600,0.0,0.0,-0.027205212861720285,225.52539978027343,220.86142349243164,0.01541909203362371,0
2024-09-04 00:00:00-04:00,220.01072730838987,220.1298295937355,215.86182100754212,219.20675659179688,43840200,0.0,0.0,-0.008618831166859464,224.10008850097657,221.54924621582032,0.014885952838197521,1
2024-09-05 00:00:00-04:00,219.9809679444758,223.80231295165623,219.8717857931132,220.7253875732422,36615400,0.0,0.0,0.006927847503684692,223.2842041015625,222.18461227416992,0.01599532504154718,0
2024-09-06 00:00:00-04:00,222.2837029728863,223.56411324365837,218.13481142105056,219.177001953125,48423000,0.0,0.0,-0.007014986527561939,221.50355224609376,222.5695587158203,0.012387104195420431,1
2024-09-09 00:00:00-04:00,219.17700018247805,219.6236489368284,215.09757995493325,219.26632690429688,67180000,0.0,0.0,0.00040754709835377767,219.89759216308593,222.81372756958007,0.012842093150997649,0
2024-09-10 00:00:00-04:00,217.29112653781652,219.83207646515768,215.1174187834135,218.47227478027344,51591000,0.0,0.0,-0.0036214047785367853,219.3695495605469,222.94176788330077,0.0062520709691255205,1
2024-09-11 00:00:00-04:00,219.81224273641337,221.4301044903715,216.26879790334317,221.00331115722656,44587100,0.0,0.0,0.011585160540387607,219.7288604736328,223.01075134277343,0.0075989513236482615,1
2024-09-12 00:00:00-04:00,220.84449248276732,221.8866830044339,218.1844402475294,221.11248779296875,37455600,0.0,0.0,0.0004940045249570701,219.80628051757813,223.06286087036133,0.007004747514209194,0
2024-09-13 00:00:00-04:00,221.91644846858935,222.37301734416337,220.2588759685165,220.844482421875,36766600,0.0,0.0,-0.001212077046253035,220.13977661132813,222.95268707275392,0.005862921547031671,0
2024-09-16 00:00:00-04:00,214.92882889414332,215.60377723416104,212.32832783334672,214.71047973632807,59357400,0.0,0.0,-0.027775213662930787,219.22860717773438,222.46980667114258,0.014458681291028064,1
2024-09-17 00:00:00-04:00,214.1447010142284,215.2861383219032,212.90400170360135,215.1769561767578,45519300,0.0,0.0,0.0021725834761423535,218.56954345703124,222.01819076538087,0.014736726980323306,1
2024-09-18 00:00:00-04:00,215.931307109631,221.05291740528648,215.921371822364,219.0479431152344,59894900,0.0,0.0,0.01798978388418493,218.1784698486328,221.72935638427734,0.016489748836236065,1
2024-09-19 00:00:00-04:00,223.31596324984213,228.11002736409569,222.9586412306041,227.1670837402344,66781300,0.0,0.0,0.03706558714741637,219.38938903808594,221.8519371032715,0.024060521607885278,0
2024-09-20 00:00:00-04:00,228.25889437635817,231.35567496568984,225.9263736470506,226.50205993652344,318679900,0.0,0.0,-0.002927465514640404,220.52090454101562,222.0340705871582,0.024194651763539493,0
2024-09-23 00:00:00-04:00,225.6484798300337,227.74278104335215,224.12986496132828,224.7849578857422,54146000,0.0,0.0,-0.007580955560679947,222.53580017089843,222.01570816040038,0.018246288488806113,1
2024-09-24 00:00:00-04:00,226.9487434922604,227.64354731931363,224.05047131587077,225.6782684326172,43556100,0.0,0.0,0.003974067283136762,224.6360626220703,222.02513885498047,0.01808636505987407,0
2024-09-25 00:00:00-04:00,223.25638097071695,225.59882178569197,222.35316341740716,224.6856689453125,42308700,0.0,0.0,-0.0043982945021623365,225.76360778808595,221.94275665283203,0.01829242192011569,1
2024-09-26 00:00:00-04:00,225.60876888531143,226.7998372114188,223.73283210674717,225.8271331787109,36636700,0.0,0.0,0.00508027164685898,225.49561767578126,221.99387283325194,0.005480379648622248,1
2024-09-27 00:00:00-04:00,226.76016679177644,227.81227751628776,225.60879405182703,226.0951385498047,34026000,0.0,0.0,0.0011867722329081953,225.4142333984375,221.89461669921874,0.005459451792149994,1
2024-09-30 00:00:00-04:00,228.32838978012128,231.2663726806641,227.94129216556476,231.2663726806641,54541900,0.0,0.0,0.022871938618530985,226.71051635742188,222.09312896728517,0.010253949673875395,0
2024-10-01 00:00:00-04:00,227.8122863965236,227.9413088473138,222.07529305054217,224.52691650390625,63285000,0.0,0.0,-0.029141531034707624,226.4802459716797,222.26385040283202,0.018808532014707315,1
2024-10-02 00:00:00-04:00,224.20925878310885,225.6782425626932,221.360617941662,225.09263610839844,32880600,0.0,0.0,0.0025196070622666156,226.56163940429687,222.55814437866212,0.018739352300567006,0
2024-10-03 00:00:00-04:00,223.46483520314055,225.1224076763777,221.65838486968207,223.9908905029297,34044200,0.0,0.0,-0.004894631936951388,226.19439086914062,222.72141952514647,0.01866108776648778,1
2024-10-04 00:00:00-04:00,226.20427877531475,226.3035407723517,222.4623407820393,225.1124725341797,37245100,0.0,0.0,0.005007266271997546,225.99785766601562,223.01819305419923,0.01887516158735418,0
2024-10-07 00:00:00-04:00,222.8296172342201,224.01076551273388,219.6832053027312,220.04052734375,39505400,0.0,0.0,-0.022530716016455288,223.7526885986328,223.05690307617186,0.015258244668212854,1
2024-10-08 00:00:00-04:00,222.631100497344,224.298593199742,221.58890998571715,224.0901641845703,31855700,0.0,0.0,0.018404049879838347,223.66533813476562,223.33779754638672,0.015010613846530197,1
2024-10-09 00:00:00-04:00,223.55416342639623,228.0405364361267,223.15714569962597,227.83209228515625,33591100,0.0,0.0,0.016698314779687973,224.21322937011718,223.6792366027832,0.016896951374866388,0
2024-10-10 00:00:00-04:00,226.08521111865923,227.7924147414137,225.47974919262128,227.33583068847656,28183500,0.0,0.0,-0.0021781900508491825,224.88221740722656,223.9904037475586,0.01663998719067193,0
2024-10-11 00:00:00-04:00,227.5939128444124,227.70309500312143,225.64848941975737,225.85693359375,31759200,0.0,0.0,-0.006505340976157514,225.03110961914064,224.24102630615235,0.01709690333123005,1
2024-10-14 00:00:00-04:00,226.99836439928595,230.00581860221664,226.89911753216435,229.5790252685547,39882100,0.0,0.0,0.016479864556647295,226.93880920410157,224.98445358276368,0.011917770514186044,1
2024-10-15 00:00:00-04:00,231.87181141001133,235.72294688412148,230.64103225198247,232.1100311279297,64751400,0.0,0.0,0.01102455181353923,228.54278259277345,225.83110733032225,0.010801639373451867,0
2024-10-16 00:00:00-04:00,229.87676649695567,230.39288648800357,228.1298522341637,230.055419921875,34082200,0.0,0.0,-0.008851884582800618,228.9874481201172,226.3814811706543,0.01116546368320275,1
2024-10-17 00:00:00-04:00,231.6931740173152,232.11006236609236,228.80483716826544,230.42269897460935,32993800,0.0,0.0,0.0015964807647612655,229.60482177734374,226.54426193237305,0.010938156260685202,1
2024-10-18 00:00:00-04:00,234.4226930307779,234.4226930307779,232.26884075534687,233.25148010253903,46431500,0.0,0.0,0.01227648639009038,231.08373107910157,226.88173294067383,0.010163190834970358,1
