Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-07-25 00:00:00-04:00,217.0497975364767,218.95332167523742,212.77681471652627,215.62217712402344,51391200,0.0,0.0
2024-07-26 00:00:00-04:00,216.82181578900727,217.60503979261497,214.15491491126926,216.0881805419922,41601300,0.0,0.0
2024-07-29 00:00:00-04:00,215.09676223529075,217.41666277155184,213.89714701413598,216.3657684326172,36311800,0.0,0.0
2024-07-30 00:00:00-04:00,217.3075789949067,218.43778796730905,214.2639371695869,216.92092895507812,41643800,0.0,0.0
2024-07-31 00:00:00-04:00,219.53825698895486,221.89782218872546,218.7352157578384,220.17276000976562,50036300,0.0,0.0
2024-08-01 00:00:00-04:00,222.44309097566543,222.55214689360594,215.15622233135366,216.48471069335938,62501000,0.0,0.0
2024-08-02 00:00:00-04:00,217.2679231335739,223.66254232334134,215.84030263063204,217.97183227539062,105568600,0.0,0.0
2024-08-05 00:00:00-04:00,197.38019703112641,211.66644653820467,194.31673780556494,207.4727783203125,119548600,0.0,0.0
2024-08-06 00:00:00-04:00,203.53688424769564,208.18660889381388,199.3432157724579,205.45030212402344,69660500,0.0,0.0
2024-08-07 00:00:00-04:00,205.12313014700663,211.80525225793107,204.61751548926864,208.01806640625,63516400,0.0,0.0
2024-08-08 00:00:00-04:00,211.27979376271134,212.36042911915672,207.03655197769595,211.4780731201172,47161100,0.0,0.0
2024-08-09 00:00:00-04:00,210.27850449568905,214.91830568661297,210.149616086692,214.38294982910156,42201600,0.0,0.0
2024-08-12 00:00:00-04:00,214.4623401059105,217.8767320905019,213.9958359256548,215.91146850585938,38028100,0.25,0.0
2024-08-13 00:00:00-04:00,217.38044783379533,220.23902400333975,217.38044783379533,219.62364196777344,44155300,0.0,0.0
2024-08-14 00:00:00-04:00,218.92885985517657,221.37054778476931,218.06532277692483,220.07029724121094,41960600,0.0,0.0
2024-08-15 00:00:00-04:00,222.9288560878089,223.67327566716008,221.1025352094067,223.04795837402344,46414000,0.0,0.0
2024-08-16 00:00:00-04:00,222.25393109506462,225.1422830006272,221.98593577772976,224.3680877685547,44340200,0.0,0.0
2024-08-19 00:00:00-04:00,224.04054098731652,224.30853630427512,221.38047353975193,224.2092742919922,40687800,0.0,0.0
2024-08-20 00:00:00-04:00,224.09014645304697,225.4797235950926,223.77252016614798,224.8246307373047,30299000,0.0,0.0
2024-08-21 00:00:00-04:00,224.8345868015738,226.28371522001356,223.37552309496598,224.71546936035156,34765500,0.0,0.0
2024-08-22 00:00:00-04:00,226.09512887719345,226.64103964823346,222.23407290784718,222.85939025878906,43695300,0.0,0.0
2024-08-23 00:00:00-04:00,223.9809934126029,226.5219434569281,222.66088738350675,225.15220642089844,38677300,0.0,0.0
2024-08-26 00:00:00-04:00,225.0727813784282,225.58891654674125,222.22414052811973,225.48965454101562,30602200,0.0,0.0
2024-08-27 00:00:00-04:00,224.31841866937577,227.1472189452107,223.2166771577116,226.33331298828125,35934600,0.0,0.0
2024-08-28 00:00:00-04:00,226.22416240429726,228.149730282918,224.00082364270057,224.8048095703125,38052200,0.0,0.0
2024-08-29 00:00:00-04:00,228.38796742499142,231.18697758967758,227.1770435151196,228.08026123046875,51906300,0.0,0.0
2024-08-30 00:00:00-04:00,228.4772755570311,228.68570457235603,225.78743262658827,227.29612731933594,52990800,0.0,0.0
2024-09-03 00:00:00-04:00,226.84948058831634,227.2961293418145,219.52438650802387,221.11248779296875,50190600,0.0,0.0
2024-09-04 00:00:00-04:00,220.01072730838987,220.1298295937355,215.86182100754215,219.20675659179688,43840200,0.0,0.0
2024-09-05 00:00:00-04:00,219.9809679444758,223.80231295165626,219.87178579311316,220.7253875732422,36615400,0.0,0.0
2024-09-06 00:00:00-04:00,222.2837029728863,223.56411324365834,218.13481142105056,219.177001953125,48423000,0.0,0.0
2024-09-09 00:00:00-04:00,219.17700018247805,219.6236489368284,215.09757995493325,219.26632690429688,67180000,0.0,0.0
2024-09-10 00:00:00-04:00,217.29112653781655,219.83207646515766,215.1174187834135,218.47227478027344,51591000,0.0,0.0
2024-09-11 00:00:00-04:00,219.81224273641337,221.4301044903715,216.26879790334314,221.00331115722656,44587100,0.0,0.0
2024-09-12 00:00:00-04:00,220.84449248276735,221.8866830044339,218.1844402475294,221.11248779296875,37455600,0.0,0.0
2024-09-13 00:00:00-04:00,221.91644846858938,222.37301734416337,220.25887596851652,220.844482421875,36766600,0.0,0.0
2024-09-16 00:00:00-04:00,214.92882889414335,215.60377723416104,212.32832783334672,214.71047973632812,59357400,0.0,0.0
2024-09-17 00:00:00-04:00,214.14470101422842,215.2861383219032,212.90400170360138,215.1769561767578,45519300,0.0,0.0
2024-09-18 00:00:00-04:00,215.931307109631,221.05291740528648,215.92137182236397,219.04794311523438,59894900,0.0,0.0
2024-09-19 00:00:00-04:00,223.31596324984213,228.11002736409566,222.95864123060412,227.16708374023438,66781300,0.0,0.0
2024-09-20 00:00:00-04:00,228.25889437635817,231.35567496568984,225.9263736470506,226.50205993652344,318679900,0.0,0.0
2024-09-23 00:00:00-04:00,225.64847983003366,227.74278104335218,224.12986496132828,224.7849578857422,54146000,0.0,0.0
2024-09-24 00:00:00-04:00,226.94874349226038,227.64354731931365,224.05047131587074,225.6782684326172,43556100,0.0,0.0
2024-09-25 00:00:00-04:00,223.25638097071698,225.59882178569194,222.35316341740713,224.6856689453125,42308700,0.0,0.0
2024-09-26 00:00:00-04:00,225.60876888531146,226.7998372114188,223.73283210674714,225.82713317871094,36636700,0.0,0.0
2024-09-27 00:00:00-04:00,226.76016679177644,227.81227751628776,225.60879405182706,226.0951385498047,34026000,0.0,0.0
2024-09-30 00:00:00-04:00,228.32838978012126,231.26637268066406,227.94129216556473,231.26637268066406,54541900,0.0,0.0
2024-10-01 00:00:00-04:00,227.8122863965236,227.9413088473138,222.07529305054217,224.52691650390625,63285000,0.0,0.0
2024-10-02 00:00:00-04:00,224.20925878310885,225.67824256269316,221.360617941662,225.09263610839844,32880600,0.0,0.0
2024-10-03 00:00:00-04:00,223.46483520314058,225.12240767637772,221.65838486968212,223.9908905029297,34044200,0.0,0.0
2024-10-04 00:00:00-04:00,226.20427877531475,226.3035407723517,222.46234078203926,225.1124725341797,37245100,0.0,0.0
2024-10-07 00:00:00-04:00,222.8296172342201,224.01076551273388,219.68320530273118,220.04052734375,39505400,0.0,0.0
2024-10-08 00:00:00-04:00,222.63110049734397,224.298593199742,221.58890998571715,224.0901641845703,31855700,0.0,0.0
2024-10-09 00:00:00-04:00,223.55416342639623,228.0405364361267,223.15714569962594,227.83209228515625,33591100,0.0,0.0
2024-10-10 00:00:00-04:00,226.08521111865923,227.7924147414137,225.47974919262126,227.33583068847656,28183500,0.0,0.0
2024-10-11 00:00:00-04:00,227.5939128444124,227.70309500312143,225.64848941975737,225.85693359375,31759200,0.0,0.0
2024-10-14 00:00:00-04:00,226.99836439928595,230.00581860221664,226.89911753216435,229.5790252685547,39882100,0.0,0.0
2024-10-15 00:00:00-04:00,231.87181141001133,235.72294688412148,230.64103225198252,232.1100311279297,64751400,0.0,0.0
2024-10-16 00:00:00-04:00,229.87676649695567,230.39288648800354,228.1298522341637,230.055419921875,34082200,0.0,0.0
2024-10-17 00:00:00-04:00,231.6931740173152,232.11006236609234,228.80483716826546,230.42269897460938,32993800,0.0,0.0
2024-10-18 00:00:00-04:00,234.4226930307779,234.4226930307779,232.26884075534687,233.25148010253906,46431500,0.0,0.0
2024-10-21 00:00:00-04:00,232.7055644739604,235.08771628667242,232.7055644739604,234.720458984375,36254500,0.0,0.0
2024-10-22 00:00:00-04:00,232.14972869721714,234.46239402859047,230.8693336731526,234.10507202148438,38846600,0.0,0.0
2024-10-23 00:00:00-04:00,232.33833466706656,233.39044533687328,226.0653512199268,229.04302978515625,52287000,0.0,0.0
2024-10-24 00:00:00-04:00,228.26885524743938,229.10261683162435,226.71054453267715,228.85447692871094,31109500,0.0,0.0
2024-10-25 00:00:00-04:00,228.03061417648678,231.48471683213373,227.86188088691335,229.6881866455078,38802300,0.0,0.0
2024-10-28 00:00:00-04:00,231.58399967772363,232.98349712196287,230.81972458948547,231.66339111328125,36087100,0.0,0.0
2024-10-29 00:00:00-04:00,231.36564539627622,232.58648944554818,230.59145013134693,231.931396484375,35417200,0.0,0.0
2024-10-30 00:00:00-04:00,230.87925826342104,231.7328600109945,227.8420287171323,228.387939453125,47070900,0.0,0.0
2024-10-31 00:00:00-04:00,227.63359787833264,228.11995749798112,223.69313535160188,224.2291259765625,64370100,0.0,0.0
2024-11-01 00:00:00-04:00,219.32588166379162,223.67329727363756,218.63109301833273,221.25144958496094,65276700,0.0,0.0
2024-11-04 00:00:00-05:00,219.34572401852256,221.13231895883285,218.0752491010658,220.35812377929688,44944500,0.0,0.0
